cell_name,cell_specimen_name,blowout_mv_qc,electrode_0_pa_qc,recording_date_qc,seal_gohm_qc,input_resistance_mohm_qc,initial_access_resistance_mohm_qc,input_access_resistance_ratio_qc,fail_tags_qc,failed_blowout,failed_electrode_0,failed_seal,failed_input_access_resistance,failed_qc,failed_fx_long_squares,failed_fx_short_squares,failed_fx_ramps,failed_fx_chirps,failed_fx_sweep_features,upstroke_downstroke_ratio_ramp,threshold_v_ramp,width_ramp,upstroke_ramp,downstroke_ramp,width_suprathresh_ramp,trough_v_ramp,threshold_i_ramp,postap_slope_ramp,fast_trough_deltav_ramp,peak_deltav_ramp,upstroke_downstroke_ratio_short_square,threshold_v_short_square,width_short_square,upstroke_short_square,downstroke_short_square,width_suprathresh_short_square,peak_deltav_short_square,peak_ratio_chirp,peak_freq_chirp,3db_freq_chirp,peak_impedance_chirp,low_freq_impedance_chirp,sync_freq_chirp,phase_peak_chirp,phase_low_chirp,total_inductive_phase_chirp,sag,sag_area,sag_tau,v_baseline,rheobase_i,fi_fit_slope,vm_for_sag,input_resistance,input_resistance_ss,tau,latency_rheo,avg_rate_rheo,mean_isi_rheo,upstroke_downstroke_ratio_rheo,threshold_v_rheo,peak_v_rheo,width_rheo,upstroke_rheo,downstroke_rheo,width_suprathresh_rheo,trough_v_rheo,fast_trough_v_rheo,postap_slope_rheo,fast_trough_v_last_rheo,adp_v_last_rheo,adapt_hero,avg_rate_hero,latency_hero,mean_isi_hero,median_isi_hero,isi_cv_hero,ir_late_hero,upstroke_downstroke_ratio_hero,threshold_v_hero,peak_v_hero,width_hero,upstroke_hero,downstroke_hero,width_suprathresh_hero,trough_v_hero,fast_trough_v_hero,postap_slope_hero,ahp_delay_ratio_hero,sag_depol,sag_area_depol,sag_tau_depol,adapt_mean,isi_cv_mean,ir_late_mean,avg_rate_max,isi_adapt_ratio,width_adapt_ratio,upstroke_adapt_ratio,downstroke_adapt_ratio,threshold_v_adapt_ratio,peak_v_adapt_ratio,ahp_delay_ratio_5spike,trough_slowdeltav_rheo,trough_slowdeltav_hero,fast_trough_deltav_rheo,fast_trough_deltav_hero,peak_deltav_rheo,peak_deltav_hero,first_isi_inv_rheo,first_isi_inv_hero
1247259023,H23.03.302.11.52.01.05,,25.56875038,44971.93889,1.8463136,97.155584,19.79632,0.203758952,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,,2.451056165,-41.21875,0.00088,233.4923819,-95.26194679,0.00078,78.78125,,,,,,,,,,0.348971337,0.869540625,0.07077266,-53.12467957,90,0.129977115,-67.40625,115.3124422,72.4846439,0.02516121,0.1173,1,,2.368562959,-29.3125,38.50000381,0.00102,200.0283862,-84.45136976,0.00084,-51.9375,-51.46875381,-0.666672007,-51.46875381,-51.21875,0.069733401,8,0.03624,0.133571429,0.12696,0.26490702,0.142602496,2.391195484,-32.59375381,38.4375,0.00098,216.2128472,-90.42039793,0.00082,-52.50000381,-52.09375,-0.415642474,0.015728216,0.295169353,0.814172266,0.055623932,0.036372706,0.146709301,0.104768401,17,1.539898132,1.040816327,0.906649507,0.9175149,0.944391127,0.983739837,0.015728216,-0.468746185,-0.406253815,-22.15625381,-19.49999619,67.81250381,71.03125381,,12.13003396
1322713579,H24.26.402.11.54.01.01,,19.66937447,45300.83333,2.011174272,112.236288,8.702615,0.077538336,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,,1.517446209,-37.15625,0.00036,513.6738572,-338.5120698,0.0003,80.90625381,,,,,,,,,,0.294037789,1.024686094,,-56.86669159,80,0.387308146,-71.03125,121.8749955,77.40716724,0.010560159,0.07684,3,0.17921,1.469548889,-31.65625,42.34375,0.00036,478.3994407,-325.5416981,0.0003,-58.96875381,-58.71875381,1.312363452,-58.43750381,,0.00470094,26,0.01712,0.0382856,0.03882,0.091839069,0.152421652,1.488350928,-31.46875191,42.75,0.00036,499.2360824,-335.4290127,0.00028,-58.84375381,-58.40625381,1.54949864,0.026535627,0.39181444,1.385078906,0.119406143,0.060946936,0.143324007,0.118911353,54,1.329561868,1.055555556,0.953179498,0.965915783,0.950361884,0.974283705,0.008910103,-0.25,-0.4375,-27.06250381,-26.93750191,74,74.21875191,7.527853056,30.78817734
839897427,H19.06.351.11.16.01.01,,-19.84437561,43545.83472,4.025804032,496.183648,9.235211,0.018612486,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3.242862494,-39.89374924,0.000826667,320.6346407,-98.98122039,0.00074,-56.94375102,26.75,-0.597021888,-10.97916921,78.37291845,2.492827669,-41.38958486,0.000613333,324.78076,-130.2869432,0.000566667,74.63958613,,,,,,,,,,0.064919017,0.6118875,0.14432472,-67.31807709,20,0.391086347,-99.66874695,291.7527258,281.809011,0.025198234,0.3023,1,,3.206679554,-39.54375076,40.78749847,0.00082,327.8933055,-102.2532186,0.00074,-58.09375381,-50.35625458,-1.154742111,-50.35625458,,0.033712631,17,0.02742,0.05777,0.06029,0.190213756,0.095524181,2.777979742,-40.31250381,36.625,0.00068,329.5518934,-118.6300564,0.00062,-48.14999771,-48.01874924,0.603640074,0.135261708,0.071211472,0,,0.044346705,0.194051476,0.123116587,25,2.233694717,1.243243243,0.853907451,0.803247843,0.952143399,0.993979644,0.110631741,-7.737499237,-0.131248474,-10.81250381,-7.706245422,80.33124924,76.93750381,,38.4319754
652081872,H17.06.015.13.08.08,,11.89500046,43075.16458,2.270423808,82.090976,8.2450145,0.100437526,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5.006122396,-35.46875381,0.00104,397.3864507,-79.38009088,0.00094,-48.84375381,82.75,-0.708458382,-11.53125,88.00000763,3.671509684,-37.88125076,0.000856,399.8231032,-108.8569443,0.00076,85.33750305,1.06888473,1.900387679,6.101244654,0.149507418,0.139872342,0.600122425,-0.201683506,0.050491501,0.003225659,0.214558482,0.763272109,0.115713863,-60.86823654,59.99999619,0.1306338,-76.65625,125.9375662,95.92395526,0.029443395,0.43594,1,,4.962734851,-37.59375381,49.125,0.00106,383.2204645,-77.21961296,0.00096,-51.96875381,-49.15625381,-0.085447714,-49.15625381,-48.46875381,0.035196717,8,0.07918,0.118574286,0.11308,0.160888135,0.117532971,4.556005115,-36.03125,49.125,0.001,379.4672351,-83.28946643,0.00092,-50.40625,-50,-0.687474721,0.250969744,0.051403891,0,,0.035118811,0.137886945,0.130183082,12,1.115824783,1.12,0.948901593,0.868871557,0.977450236,1.010178117,0.250969744,-2.8125,-0.40625,-11.5625,-13.96875,86.71875381,85.15625,,9.867771857
1171932200,H22.06.353.11.09.01.01,,55.42874908,44671.85486,0.503612384,96.689864,21.25476,0.219824076,seal 0.503612 below min 0.750000; initial_access_resistance_mohm 21.254760 exceeds max 20.000000,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,0.939163414,-42.31250381,0.00076,24.87580257,-26.48719298,0.00076,-61.87500381,238.1249847,7.427271742,-3.96875,2.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720845918,H18.03.313.11.19.01.04,,-11.20250034,43299.18194,1.556726784,152.774288,10.669185,0.069836261,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3.044919866,-33.62500381,0.00086,322.7277547,-106.0430981,0.00079,-51.59375381,109.4375,-1.088423663,-10.25,85.54688072,3.166524559,-41.02083333,0.000806667,360.7213235,-113.9684062,0.000753333,91.80208715,,,,,,,,,,0.014695622,0,,-71.11103058,110,0.11554878,-86.15625763,119.0625355,127.2688638,0.016694107,0.10032,2,0.32226,3.718703038,-37.15625,51.06250381,0.00088,382.0347413,-102.7333286,0.00078,-52.50000381,-48.96875,0.02889884,-47.9375,,0.054126707,9,0.03854,0.11018,0.11425,0.188537938,0.074469663,3.632363875,-38.59375,50.53125381,0.00084,398.5673465,-109.7267125,0.00076,-48.15625381,-47.81250381,0.728019408,0.194510386,0.170670137,0.880200625,0.107313469,0.047221956,0.169023187,0.0818761,20,1.819426752,1.071428571,0.826948434,0.882037899,0.910931174,0.962275822,0.194510386,-3.531253815,-0.34375,-11.8125,-9.218753815,88.21875381,89.12500381,3.103084466,15.93879503
1159987086,H22.03.301.11.08.01.03,,31.72374916,44615.15833,1.190409856,189.928336,16.531131,0.087038782,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.87909857,-38.0520846,0.001186667,284.2448564,-73.29411378,0.001066667,-54.35416921,107.0416667,-0.20026411,-13.26041921,86.16666921,3.614580248,-45.81250381,0.00102,292.3427785,-80.87876281,0.00096,89.06250763,1.080548882,1.80053656,5.901758724,0.22800374,0.211007327,0.600178853,-0.202610657,0.036174357,0.00104054,0.144763708,0.778024609,0.125594312,-69.81585693,58,0.039675458,-93.65625763,204.9171776,175.3865479,0.026396452,0.14278,1,,4.099480381,-39.93750381,46.12500381,0.00116,293.5697395,-71.61145125,0.00104,-62.65625381,-50.40625,-1.050724498,-50.40625,-48.62500381,0.492798354,3,0.03454,0.01944,0.01944,0.492798354,,3.959433949,-41.9375,44.93750381,0.00106,295.5175404,-74.63631019,0.001,-49.6875,-49.46875381,0.710644268,0.118538939,0.394372106,0.928382031,0.088492686,0.417795762,0.495177529,,7,58.19338422,1.215686275,0.935966732,0.837153368,0.914096834,1.057243725,0.059042381,-12.25000381,-0.218746185,-10.46874619,-7.531253815,86.06250763,86.87500381,,101.4198783
1262822371,H23.26.404.11.53.01.02,,11.22687531,45027.76319,5.408737792,101.78532,21.255106,0.208822903,initial_access_resistance_mohm 21.255106 exceeds max 20.000000,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,,1.762495806,-21.234375,0.00071,202.2591905,-114.8565613,0.00047,42.14062595,,,,,,,,,,0.302786767,0.404456641,0.059221353,-58.97605896,1370,-0.001247166,-70.03125763,97.65622765,66.98282058,0.010381854,0.0083,1,,1.778827389,-10.84375,25.21875191,0.00076,138.1984295,-77.69074751,0.00058,-28.15625,-28.15625,3.171303789,-28.15625,,,1,0.00822,,,,,1.761260689,-12.31250095,24.93750191,0.00076,137.3268236,-77.97075379,0.0006,-28.81250191,-28.81250191,4.588559549,,0.010483243,0,,,0,,2,,,,,,,,0,0,-17.3125,-16.50000095,36.06250191,37.25000286,,
840131814,H19.06.351.11.10.01.10,,23.39937592,43546.16806,1.328307328,53.333456,6.93398,0.130011826,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677099224,H18.03.006.11.04.05,,45.89250183,43186.92361,1.223628928,130.818208,6.7326505,0.051465699,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.198736322,-45.84375191,0.00075,363.7625032,-113.7451438,0.00069,-58.71875381,267.6875,-0.323633692,-11.70312691,84.14062881,3.256178759,-52.48047113,0.00066,403.0963903,-123.8104731,0.00064,89.53516102,1.129456282,2.500510104,11.00224446,0.072532959,0.064219363,0.800163233,-0.16618447,0.059373721,0.003062048,0.244965985,0.425166641,0.112630457,-73.21232605,119.9999924,0.083666666,-83.40625763,92.50003844,68.20850171,0.014720121,0.06942,1,,3.423796923,-49.0625,40.81250381,0.0007,420.487802,-122.813301,0.00064,-62.87500381,-57.75,1.4697178,-57.75,-53.53125,,1,0.04914,,,,,3.432106552,-48.8125,39.68750381,0.00068,421.2208066,-122.7295249,0.00064,-60.96875381,-57.00000381,2.43294182,,0.338866919,0.717958672,0.036784875,0.136914107,0.414571448,0.274931476,27,66.31186441,1.121212121,0.926946569,0.924199636,0.94257179,0.99434105,0.129433563,-5.125003815,-3.96875,-8.6875,-8.187503815,89.87500381,88.50000381,,
1000781442,H20.03.301.11.51.01.01,,6.814374924,43847.92986,2.67537536,181.54144,9.722793,0.053556879,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.73710144,-29.90781355,0.000625,258.6336493,-148.8326732,0.000475,-56.83125114,126.2499981,0.296983656,-26.67343855,57.17656469,2.042171122,-40.39999771,0.00052,358.1088277,-175.356915,0.00046,70.96249962,1.117242575,3.701102929,12.20363668,0.228552639,0.204568505,1.500447133,-0.200919256,0.038626134,0.001169536,0.20958598,0.834996875,0.089598659,-64.83345795,119.9999924,1.1112068,-86.87500763,157.5311571,105.5766264,0.010108924,0.03362,1,,1.821426623,-30.55624962,29.25000191,0.00056,297.2805468,-163.2130238,0.00044,-56.50000381,-55.95625305,-0.233956275,-55.95625305,,0.004689995,49,0.01006,0.020576667,0.02064,0.112351992,0.193047337,2.038111355,-38.18124771,31.32500076,0.00052,357.1639312,-175.2425991,0.00044,-56.875,-56.76875305,0.857973017,0.071872227,0.204298794,1.157376563,,0.006273895,0.092561182,0.187799372,63,1.342857143,1.115384615,0.880682118,0.894033449,0.939924249,0.95614398,0.059007833,-0.543750763,-0.106246948,-25.40000343,-18.58750534,59.80625153,69.50624847,,69.15629322
783629881,H18.06.368.12.16.01.03,,-75.29562378,43425.08681,3.165027328,248.871344,9.749047,0.03917304,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.390829232,-43.65000025,0.00082,355.510513,-104.8478731,0.000753333,-56.17708588,31.04166603,0.206974199,-11.00416946,87.52083333,3.085632981,-48.60625458,0.00068,390.7772454,-126.6441109,0.00062,91.59375763,1.001424074,0.400119236,3.200953884,0.47139129,0.470720947,0.400119236,-0.060931642,-0.060931642,0,0.030563287,0,,-72.28495026,29.99999809,0.383620682,-93.4125061,171.6876179,164.290767,0.015446266,0.39584,1,,3.383336109,-43.71875,44.94374847,0.00082,362.3039159,-107.0848134,0.00076,-58.50624847,-54.28125381,0.01878688,-54.28125381,-54.01874924,0.04332406,18,0.04408,0.054021176,0.05682,0.238058111,0.107048845,3.196667212,-45.09375381,42.90000153,0.00072,378.9171959,-118.5350776,0.00066,-54.18125153,-54.14375305,1.187352546,0.188381464,0.041223325,0,,0.067724047,0.243249731,0.121364912,24,2.452602068,1.076923077,0.963021371,0.936120013,0.991869955,0.994196607,0.132099736,-4.224994659,-0.037498474,-10.56250381,-9.049999237,88.66249847,87.99375534,,70.2247191
732765359,H18.03.314.11.26.01.03,,42.41999817,43320.87083,1.302255104,149.846544,7.2031545,0.048070208,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3.874416206,-34.4375,0.00112,285.9679576,-73.80930244,0.001,-49.50000381,75.5,-0.230066048,-12.03125381,83.18750381,3.68348437,-42.28125,0.00102,321.458413,-87.27019873,0.00096,92.50000381,1.004362583,0.400119236,3.451028406,0.236321136,0.23529464,0.400119236,-0.044366747,-0.044366747,0,0.024943789,0,,-67.44787598,59.99999619,0.105434781,-89.15625763,185.0000322,178.6873197,0.036523259,0.25244,1,,4.146019171,-36.21875,50.28125381,0.00112,306.6482402,-73.9620893,0.001,-51.06250381,-48.03125,0.860093585,-48.03125,-41.53125381,0.210676099,7,0.07292,0.13471,0.17089,0.544583687,0.061152712,3.980050099,-36.4375,51.18750381,0.0011,314.3829144,-78.9896877,0.001,-46.46875381,-46.37500381,1.010105033,0.190090634,0.044887435,0,,0.131522339,0.450594462,0.097217459,17,12.85674157,1.145454545,0.845259213,0.821478687,0.875643225,0.975579903,0.190090634,-3.031253815,-0.09375,-11.8125,-9.937503815,86.50000381,87.62500381,,70.72135785
732185240,H18.03.314.11.10.01.10,,60.22750092,43320.31736,2.122662528,123.265728,15.703649,0.127396716,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.075478934,-30.97916857,0.000606667,310.5099016,-149.7221308,0.000473333,-56.59375127,208.0833282,-1.473312789,-24.34375064,61.52083588,2.193072128,-38.78750229,0.000568,305.2509232,-139.2328934,0.0005,60.45000305,1.064805269,2.150640891,12.55374101,0.115261495,0.10824655,0.700208662,-0.125263378,0.022702714,0.000621802,0.110103913,0,,-69.00785065,140,0.24,-79.9375,101.4062837,86.97253938,0.009502366,0.02694,3,0.01353,2.254822902,-38.81250381,27.65625191,0.00054,340.2058973,-150.8792096,0.00048,-52.46875381,-52.37500381,2.127271964,-54.71875,-54.06250381,0.154821194,11,0.019,0.086704,0.10139,0.531982722,0.002623457,2.241295021,-39.18750381,26.75000191,0.00054,337.9714365,-150.792927,0.00048,-52.34375381,-52.28125381,2.301358275,0.025375213,,,,0.185148633,0.401298671,0.084218297,41,13.09003215,1.148148148,0.864246011,0.884502483,0.874003202,0.952102807,0.025375213,-0.09375,-0.0625,-13.5625,-13.09375,66.46875572,65.93750572,148.8095238,160.7717042
656932949,H18.03.002.11.04.03,,-5.96999979,43110.16458,1.58160896,258.604544,11.066345,0.042792539,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1.493598212,-30.18750095,0.00077,167.6324682,-112.2343668,0.00058,-51.37500381,75.875,0.678486774,-20.96875095,54.95312786,2.091514241,-33.96093941,0.000625,304.5125448,-145.6190177,0.000505,64.64062834,1,0.400081617,8.101652737,0.213904962,0.213904962,0.600122425,0.055144768,0.055144768,0.003084272,0.095089741,0.623079688,0.088222859,-60.6165123,59.99999619,0.185753929,-96.71875,300.2404869,298.9305981,0.025533636,0.57596,1,,1.673586297,-30.00000191,30.84375191,0.00072,216.0416478,-129.0890396,0.00056,-52.8125,-52.59375381,1.911102035,-52.59375381,-46.56250381,0.05443428,12,0.04564,0.085201818,0.08602,0.253464327,0.144469895,2.034236544,-31.84375191,33.1875,0.0007,265.823042,-130.6745977,0.00058,-53.4375,-53.25000381,1.947992004,0.017506545,0.152413473,0.909054922,,0.081796443,0.277398201,0.25265101,18,1.594507518,1.166666667,0.574479558,0.819964447,0.883928632,0.659090967,0.010006735,-0.218746185,-0.187496185,-22.59375191,-21.40625191,60.84375381,65.03125191,,24.47381302
798264494,H18.03.323.12.11.01.02,,24.04750061,43453.10764,3.02241408,178.763856,13.690096,0.076582013,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.523575665,-39.88958486,0.00038,404.4082141,-265.343705,0.000306667,-63.56458282,112.1666667,0.098591186,-23.07083384,63.95000267,1.646782257,-47.19062805,0.00035,432.2274529,-262.459015,0.00032,68.20312881,,,,,,,,,,0.286877275,0.057204736,,-71.55738831,100,0.524999978,-92.46875,59.71878394,118.7155886,0.009954035,0.06396,3,0.27265,1.575887923,-41.71250153,21.45625114,0.00038,398.4349633,-252.8320431,0.00032,-63.67500305,-62.32500458,-1.260297358,-62.89375687,,0.006485204,27,0.02408,0.036978462,0.03701,0.095962524,0.150760719,1.622275557,-42.08125305,19.76875114,0.00036,403.1007475,-248.4785928,0.0003,-62.45000458,-60.95000458,-1.470461809,0.049929345,0.32398957,1.367410938,0.069421253,0.106562486,0.175777198,0.140009979,34,1.179801071,1,0.962018142,0.972347689,0.993355826,1.001866851,0.024298184,-1.349998474,-1.5,-20.61250305,-18.86875153,63.16875267,61.8500042,6.090133983,32.5732899
848653390,H19.06.352.99.01.06.01.10,,47.45124817,43564.98472,1.75198208,450.05808,12.984851,0.028851501,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2.013576762,-18.18750064,0.001073333,143.7728769,-71.3021146,0.000833333,-41.63541794,61.99999619,-0.623578352,-19.14166451,54.28125064,2.773406963,-29.72500229,0.00076,311.290507,-112.2411933,0.00066,77.23125458,,,,,,,,,,0.376351684,2.195295938,0.080642602,-60.18312454,40,0.449999996,-99.79375458,378.5313666,241.0798198,0.02078792,0.05676,1,,2.634359755,-25.94999886,45.58125305,0.0008,281.7382553,-106.9475249,0.00068,-43.09999847,-42.91875458,0.112902414,-42.91875458,-41.82500458,0.046574509,18,0.02004,0.055611765,0.05788,0.28543818,0.191686524,2.675133667,-27.47500038,47.03750229,0.00076,291.1884308,-108.850049,0.00066,-40.66250229,-40.53125,1.300803945,0.160230271,0.458879828,1.63913125,0.083537936,0.102265089,0.452150596,0.185228737,27,10.63678427,1.289473684,0.581998324,0.725340546,0.726105832,0.822228048,0.06054923,-0.181243896,-0.131252289,-16.96875572,-13.05624962,71.53125191,74.51250267,,54.2888165
700782141,H18.03.012.11.13.02.01,,20.03750038,43242.84583,2.369157376,288.535104,7.6025865,0.026348914,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2.875677813,-40.65625381,0.00124,153.9605605,-53.53887692,0.0011,-55.1875,40.875,-0.89943727,-11.625,47.56250429,2.460844949,-32.46875,0.00096,172.3515464,-70.03754806,0.00074,43.06250095,1.048540115,1.450432229,6.251863055,0.352638006,0.336313307,0.550163949,-0.141035244,0.028550573,0.000790869,0.120409831,0.791234922,0.107964327,-66.02126312,59.99999619,0.219827584,-93.40625,233.5938513,216.4241348,0.018575504,0.03808,11,0.085954,2.942850445,-41.09375,19.40625191,0.00092,242.744225,-82.48608945,0.0008,-53.09375381,-52.90625381,-0.216506494,-52.62500381,,0.015196932,26,0.01786,0.0387832,0.04154,0.203535184,0.100833664,2.688259253,-41.28125381,15.21875095,0.00088,221.3791314,-82.35036526,0.0008,-52.21875381,-51.96875381,0.928401139,0.090156794,0.151349992,0.590612969,,0.020137995,0.227587655,0.107904355,65,1.607019064,1.173913043,0.844407189,0.81223155,0.932319484,1.053140091,0.109283388,-0.1875,-0.25,-11.81250381,-10.6875,60.50000191,56.50000477,21.69197397,45.16711834
770650234,H18.03.319.11.19.01.16,,35.03250122,43404.20764,5.025265664,124.746168,7.3943575,0.059275228,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,3.310599436,-27.82916768,0.00104,268.2316908,-81.05429928,0.000933333,-45.37708664,47.91666667,-0.403451797,-11.60208257,81.50000254,3.090942481,-33.90000153,0.00086,281.4288244,-91.04916846,0.00081,82.41875267,,,,,,,,,,0.195110083,0.953131563,0.191341368,-57.75203705,70,0.237068966,-74.27500153,205.6745142,172.3515001,0.029308009,0.16562,1,,3.302578584,-30.26875114,50.80000305,0.00102,264.4822468,-80.08355898,0.00094,-46.78125381,-39.38750076,-0.139575426,-39.38750076,,0.087025854,10,0.04454,0.102055556,0.1084,0.277319446,0.053705179,3.267982213,-31.53125191,49.54375458,0.00092,273.5602683,-83.70922803,0.00086,-38.6875,-38.64999771,-0.234760002,0.21504682,0.249379605,0.694119766,0.163870374,0.139830353,0.30957961,0.039818754,14,4.031484258,1.152173913,0.889961938,0.904334777,0.896927657,1.014128864,0.21504682,-7.393753052,-0.037502289,-9.118749619,-7.118745804,81.0687542,81.07500648,,37.56574005
1069000230,H20.26.412.11.51.01.03,,-5.091249943,44173.86806,2.17669632,355.813408,6.6391475,0.018659071,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1.555026583,-25.5520846,0.000651667,187.1855155,-120.3741946,0.000431667,-54.92708715,157.4166667,-0.222855095,-28.9375,39.51041857,1.871933479,-31.15625191,0.000525,259.0881737,-138.4067204,0.000385,45.03125286,,,,,,,,,,0.225404218,1.175079687,0.154097821,-65.88799286,59.99999619,0.098967679,-93.56250763,216.0156667,169.051262,0.016903333,0.036995,1,,1.721944724,-27.84375191,19.28125191,0.000545,259.4831436,-150.6919125,0.000385,-58.375,-57.03125,-1.25848551,-57.03125,,,1,0.023085,,,,,1.726182941,-27.40625191,16.25000191,0.000555,235.1695273,-136.2367346,0.000395,-54,-53.65625381,0.000763143,,0.33848688,0.530476992,0.02558934,0.012589868,0.505876278,,10,0.367371058,1.102803738,0.900905443,0.953743837,0.912621299,1.017175571,0.020332221,-1.34375,-0.343746185,-29.18749809,-26.25000191,47.12500381,43.65625381,,
1194422633,H22.26.425.11.53.01.03,,-37.06999969,44768.86944,3.842552064,267.318864,14.194536,0.053099642,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2.13199712,-19.05208397,0.000913333,194.2204823,-91.07088377,0.00074,-41.06250127,47.16666667,-0.170938633,-21.76041857,57.08333524,2.459466417,-26.50000191,0.00078,259.9253986,-105.6836543,0.00068,62.25000191,,,,,,,,,,0.154018685,1.494693594,0.278697259,-55.08346176,43.99999619,0.463312692,-85.65625763,270.3906894,233.1967579,0.025542357,0.23294,1,,2.065618106,-20.28125191,37.46875,0.00088,195.9224725,-94.84931991,0.00072,-40.62500381,-40.06250381,0.412915449,-40.06250381,-37.71875,0.010488994,30,0.0299,0.032553103,0.03344,0.133011049,0.149312377,2.393816023,-23.375,37.93750381,0.0008,246.5617984,-102.999477,0.00068,-41.65625381,-41.53125381,0.776048815,0.08726674,0.323118269,2.286887031,0.289279341,0.037309426,0.142588558,0.113971034,59,1.521807672,1.146341463,0.813760907,0.850587478,0.870923924,1.02190396,0.041571754,-0.5625,-0.125,-19.78125191,-18.15625381,57.75000191,61.31250381,,49.40711462
737089555,H18.03.315.11.11.01.01,,-27.12624931,43327.71736,1.2022976,126.74204,6.7410865,0.053187455,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2.498454724,-27.72291756,0.001193333,185.1023122,-74.08354496,0.000973333,-50.44166819,66.79166794,-0.148584821,-22.41874886,69.0208327,2.839536928,-35.90000153,0.00108,244.0435799,-85.94485159,0.00094,79.45625305,,,,,,,,,,0.044605039,0,,-60.56600189,59.99999619,0.115000008,-76.76874542,208.7499499,203.9771939,0.049250133,0.22882,2,0.45518,2.609862511,-29.70000076,43.03749847,0.0012,200.1896287,-76.70504781,0.001,-51.43125153,-51.16249847,-0.616261694,-49.36875153,-47.67500305,0.070399627,7,0.08218,0.134703333,0.14652,0.207256975,0.081301804,2.883962237,-29.79375076,44.26250076,0.00122,211.6618411,-73.39272281,0.00102,-50.23125076,-50.08750153,-0.07879683,0.021458181,0.128836319,0.547880781,0.221230673,0.078028354,0.161724796,0.06297433,9,1.850887936,1.016949153,0.812464143,0.978883676,0.922116368,0.924900098,0.014061208,-0.268753052,-0.143749237,-21.46249771,-20.29375076,72.73749924,74.05625153,2.196933081,12.38543473
