,cell,tot_70,fast_70,fast_total,nonfast_70,nonfast_total,jem-version_jem_form,jem-date_patch,jem-time_patch,jem-date_patch_y-m-d,jem-date_patch_y,jem-date_patch_m,jem-date_patch_d,jem-date_acsf,jem-date_blank,jem-date_internal,jem-status_misinformation,jem-id_species,jem-id_slice_specimen,jem-id_cell_specimen,jem-status_patch_tube,jem-id_patched_cell_container,jem-id_rig_user,jem-id_rig_number,jem-status_attempt,jem-cell_attached_status,jem-cell_attached_status_failure,jem-break_in_status,jem-break_in_status_failure,jem-status_success_failure,jem-status_reporter,jem-cell_virus_enhancer,jem-roi_super,jem-roi_major_minor,jem-roi_major,jem-roi_minor,jem-cell_health,jem-health_fill_quality,jem-nucleus_post_patch,jem-nucleus_sucked,jem-res_final_seal,jem-depth,jem-in_bath_resistance,jem-in_bath_clog,jem-cell_attached_dimple,jem-break_in_pressure_max,jem-break_in_zap_max,jem-break_in_zap_use,jem-break_in_reseal,jem-pressure_extraction,jem-pressure_retraction,jem-time_duration_experiment,jem-time_duration_extraction,jem-time_duration_retraction,jem-in_bath_time_start,jem-seal_time_start,jem-cell_attached_time_start,jem-break_in_time_start,jem-break_in_time_end,jem-time_exp_extraction_start,jem-time_exp_extraction_end,jem-time_exp_retraction_end,jem-time_exp_channel_end,jem-virus_enhancer,jem-dic,jem-slice_level_project,jem-project_level_nucleus,jem-project_name,jem-project_icv_injection_fluorescent_roi,jem-project_retrograde_labeling_hemisphere,jem-project_retrograde_labeling_region,jem-project_retrograde_labeling_exp,jem-notes_overall,jem-notes_qc,jem-notes_extraction,jem-notes_failure,jem-time_slice_eval,jem-slice_health,jem-slice_observations,jem-slice_quality_comments,lims-id_species,lims-id_project_code,lims-id_slice_specimen,lims-id_cell_specimen,lims-id_patched_cell_container,lims-cell_reporter,lims-structure,lims-histology_well_name,lims-id_cell_specimen_id,lims-id_slice_genotype,lims-depth,test-jem_lims_specimen_id_congruency,tree_score,tree_subclass,tree_cluster,tree_class,patched_cell_container_label,cell_name_label,percent_cdna_longer_than_400bp_label,rna_amplification_pass_fail_label,amplified_quantity_ng_label,Genes.Detected.CPM_label,marker_sum_norm_label,Norm_Marker_Sum.0.4_label
340,Calb1-IRES2-Cre-neo;Ai14-448133.04.02.02,6.610193626721369,4.012816299320797,0.6070648646507408,2.877709215502735,0.4353441635763502,2.0.8,03/15/2019,14:11:50,2019-03-15,2019.0,3.0,15.0,03/14/2019,02/05/2019,02/08/2019,No,Mouse,Calb1-IRES2-Cre-neo;Ai14-448133.04.02,Calb1-IRES2-Cre-neo;Ai14-448133.04.02.02,Patch Tube,P8S4_190315_353_A01,lindsayn,3,2.0,,,,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,3.0,,nucleus_present,no,2000.0,40.0,4.7,,,,,,,45.0,45.0,5.73,1.62,3.55,14:55:16,,,,14:56:10,15:01:54,15:03:31,15:07:04,,None,,,Channel_Recording,None,None,None,None,None,,,"#comptesting
sweep 85 
whole cell 2.88
corr 88 pred 90",,,,,,Mus musculus,mIVSCC-MET,Calb1-IRES2-Cre-neo;Ai14-448133,Calb1-IRES2-Cre-neo;Ai14-448133.04.02.02,P8S4_190315_353_A01,positive,VISp6a,EPhys_190311_03_A01_M,448133,Calb1-IRES2-Cre-neo/wt;Ai14(RCL-tdT)/wt,40.0,Matching JEM & LIMS Information,0.47,Sst,Sst_Tac2_Tacstd2,GABAergic,P8S4_190315_353_A01,Calb1-IRES2-Cre-neo;Ai14-448133.04.02.02,0.458,Pass,9.251077331,6420.0,0.8384122020215551,True
341,Rbp4-Cre_KL100;Ai14-496252.03.02.01,4.201867078888678,2.569770672276521,0.6115782874683845,1.71227016670836,0.4075022209320401,2.0.8,11/14/2019,13:56:51,2019-11-14,2019.0,11.0,14.0,11/13/2019,09/25/2019,10/28/2019,No,Mouse,Rbp4-Cre_KL100;Ai14-496252.03.02,Rbp4-Cre_KL100;Ai14-496252.03.02.01,Patch Tube,P8S4_191114_353_A01,lindsayn,5,1.0,,,,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,3.0,,nucleus_present,no,2000.0,53.0,4.5,,,,,,,45.0,45.0,9.83,3.18,2.4,14:12:10,,,,14:13:16,14:23:06,14:26:17,14:28:41,14:31:53,None,,,Channel_Recording,None,None,None,None,None,,,#comp WC 10.77,,,,,,Mus musculus,mIVSCC-MET,Rbp4-Cre_KL100;Ai14-496252,Rbp4-Cre_KL100;Ai14-496252.03.02.01,P8S4_191114_353_A01,positive,VISl5,EPhys_191111_01_B04_M,496252,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,53.7,Matching JEM & LIMS Information,1.0,L5_ET,L5_ET_VISp_C1ql2_Ptgfr,Glutamatergic,P8S4_191114_353_A01,Rbp4-Cre_KL100;Ai14-496252.03.02.01,0.554,Pass,19.60693467,7218.0,0.6508697429970202,True
342,Calb1-IRES2-Cre-neo;Ai14-448130.02.02.02,5.960980184495131,3.655668632553009,0.6132663621431964,2.913401473699437,0.4887453713195306,2.0.8,03/13/2019,14:32:17,2019-03-13,2019.0,3.0,13.0,03/12/2019,02/05/2019,02/08/2019,No,Mouse,Calb1-IRES2-Cre-neo;Ai14-448130.02.02,Calb1-IRES2-Cre-neo;Ai14-448130.02.02.02,Patch Tube,P8S4_190313_354_A01,lindsayn,3,2.0,,,,,SUCCESS,Positive,,Cortical,VISp_L6a,VISp,L6a,3.0,,nucleus_present,no,2000.0,35.0,4.7,,,,,,,45.0,45.0,5.25,4.43,4.02,15:15:39,,,,15:16:45,15:22:00,15:26:26,15:30:27,,None,,,Channel_Recording,None,None,None,None,None,,,"#comptesting
rs comp and whole cell start sweep  77
correction 88 pred 90
",,,,,,Mus musculus,mIVSCC-MET,Calb1-IRES2-Cre-neo;Ai14-448130,Calb1-IRES2-Cre-neo;Ai14-448130.02.02.02,P8S4_190313_354_A01,positive,VISp6a,EPhys_190311_02_B02_M,448130,Calb1-IRES2-Cre-neo/wt;Ai14(RCL-tdT)/wt,35.6,Matching JEM & LIMS Information,0.55,Sst,Sst_Crh_4930553C11Rik,GABAergic,P8S4_190313_354_A01,Calb1-IRES2-Cre-neo;Ai14-448130.02.02.02,0.506,Pass,9.806899221,6797.0,0.7458248214136375,True
343,Slc17a6-IRES-Cre;Ai14-443197.04.02.03,6.272878038037995,3.859853980876438,0.615324251080722,2.674130727650398,0.4263004495599601,2.0.7,02/18/2019,14:36:09,2019-02-18,2019.0,2.0,18.0,02/15/2019,01/25/2019,02/08/2019,No,Mouse,Slc17a6-IRES-Cre;Ai14-443197.04.02,Slc17a6-IRES-Cre;Ai14-443197.04.02.03,Patch Tube,P8S4_190218_359_A01,lindsayn,3,3.0,,,,,SUCCESS,Positive,,Cortical,VISp_L2-3,VISp,L2-3,4.0,,nucleus_present,no,2000.0,35.0,4.2,,,,,,,40.0,40.0,5.72,0.65,1.23,15:26:42,,,,15:28:09,15:33:52,15:34:31,15:35:45,,None,,,Channel_Recording,None,None,None,None,None,,,did not down sample. lost seal at start of tails,,,,,,Mus musculus,mIVSCC-MET,Slc17a6-IRES-Cre;Ai14-443197,Slc17a6-IRES-Cre;Ai14-443197.04.02.03,P8S4_190218_359_A01,positive,VISp2/3,EPhys_190218_01_A06_M,443197,Slc17a6-IRES-Cre/wt;Ai14(RCL-tdT)/wt,34.5,Matching JEM & LIMS Information,1.0,L4_IT,L4_IT_VISp_Rspo1,Glutamatergic,P8S4_190218_359_A01,Slc17a6-IRES-Cre;Ai14-443197.04.02.03,0.599,Pass,13.40404262,7743.0,0.7006056437645264,True
345,Slc32a1-IRES-Cre;Ai14-493643.04.02.04,3.816577302577804,2.352903066752859,0.616495587594585,1.998598307280539,0.5236624726376274,2.0.8,10/22/2019,09:52:56,2019-10-22,2019.0,10.0,22.0,10/21/2019,09/25/2019,09/16/2019,No,Mouse,Slc32a1-IRES-Cre;Ai14-493643.04.02,Slc32a1-IRES-Cre;Ai14-493643.04.02.04,Patch Tube,P8S4_191022_354_A01,lindsayn,5,4.0,,,,,SUCCESS,Negative,,Cortical,VISp_L6a,VISp,L6a,4.0,,nucleus_present,,2000.0,36.0,4.7,,,,,,,50.0,50.0,5.37,2.4,1.8,11:32:59,,,,11:33:55,11:39:17,11:41:41,11:43:29,11:50:41,None,,,Channel_Recording,None,None,None,None,None,,,#comp WC 18.81 corr 80,,,,,,Mus musculus,mIVSCC-MET,Slc32a1-IRES-Cre;Ai14-493643,Slc32a1-IRES-Cre;Ai14-493643.04.02.04,P8S4_191022_354_A01,negative,VISp5,EPhys_191021_01_C03_M,493643,Slc32a1-IRES-Cre/wt;Ai14(RCL-tdT)/wt,36.1,Matching JEM & LIMS Information,0.84,L6_IT,L6_IT_VISp_Penk_Col27a1,Glutamatergic,P8S4_191022_354_A01,Slc32a1-IRES-Cre;Ai14-493643.04.02.04,0.559,Pass,23.68808411,7771.0,0.8719178117616284,True
346,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-535836.03.02.02,6.234417361692531,3.844281303891102,0.6166223851987108,3.609070959947108,0.5788946665847393,2.0.8,07/23/2020,12:26:03,2020-07-23,2020.0,7.0,23.0,07/22/2020,06/15/2020,06/15/2020,No,Mouse,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-535836.03.02,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-535836.03.02.02,Patch Tube,PAS4_200723_452_A01,ramr,5,2.0,,,,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,3.0,,nucleus_present,no,1300.0,43.1,4.9,,,,,,,30.0,30.0,3.55,1.88,6.03,13:02:15,,,,13:03:53,13:07:26,13:09:19,13:15:21,13:22:55,None,,,Channel_Recording,None,None,None,None,None,,,"#rs comp 9.986 MOhms, corr 80%. #fill_quality_2",,,,,,Mus musculus,mIVSCC-MET,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-535836,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-535836.03.02.02,PAS4_200723_452_A01,positive,VISp,EPhys_200723_01_A02_M,535836,Sst-IRES-Cre/wt;Th-P2A-FlpO/wt;Ai65(RCFL-tdT)/wt,43.1,Matching JEM & LIMS Information,1.0,Sst,Sst_Rxfp1_Prdm8,GABAergic,PAS4_200723_452_A01,Sst-IRES-Cre;Th-P2A-FlpO;Ai65-535836.03.02.02,0.586,Pass,10.3467059,7612.0,0.5067496281504467,True
347,Ntsr1-Cre_GN220;Ai14-473972.03.02.02,4.660557365494271,2.877211105904579,0.6173534365667954,1.940267937224768,0.41631671601986486,2.0.8,07/12/2019,15:06:11,2019-07-12,2019.0,7.0,12.0,07/11/2019,05/21/2019,06/24/2019,No,Mouse,Ntsr1-Cre_GN220;Ai14-473972.03.02,Ntsr1-Cre_GN220;Ai14-473972.03.02.02,Patch Tube,P8S4_190712_358_A01,lindsayn,3,2.0,,,,,SUCCESS,Positive,,Cortical,VISp_L6b,VISp,L6b,4.0,,nucleus_present,no,2000.0,32.0,4.1,,,,,,,50.0,50.0,3.58,3.1,4.45,15:33:33,,,,15:33:57,15:37:32,15:40:38,15:45:05,15:53:00,None,,,Channel_Recording,None,None,None,None,None,,,#comp #densitytest WC 13.90 corr 80,,,,,,Mus musculus,mIVSCC-MET,Ntsr1-Cre_GN220;Ai14-473972,Ntsr1-Cre_GN220;Ai14-473972.03.02.02,P8S4_190712_358_A01,positive,VISl6b,EPhys_190708_04_A05_M,473972,Ntsr1-Cre_GN220/wt;Ai14(RCL-tdT)/wt,32.6,Matching JEM & LIMS Information,0.99,L6_CT,L6_CT_VISp_Krt80_Sla,Glutamatergic,P8S4_190712_358_A01,Ntsr1-Cre_GN220;Ai14-473972.03.02.02,0.618,Pass,23.75186444,9614.0,1.113605806770281,True
348,Ctgf-T2A-dgCre;Ai14-536722.05.02.02,3.04444921088121,1.88051060759929,0.6176849989410662,1.950614393712235,0.6407117539489626,2.0.8,07/27/2020,11:30:38,2020-07-27,2020.0,7.0,27.0,07/27/2020,06/29/2020,06/15/2020,No,Mouse,Ctgf-T2A-dgCre;Ai14-536722.05.02,Ctgf-T2A-dgCre;Ai14-536722.05.02.02,Patch Tube,P8S4_200727_353_A01,lindsayn,1,2.0,,,,,SUCCESS,Positive,,Cortical,VISp_L6b,VISp,L6b,4.0,,nucleus_present,no,2000.0,40.0,4.0,,,,,,,50.0,50.0,6.15,5.82,3.02,12:11:41,,,,12:12:06,12:18:15,12:24:04,12:27:05,12:32:49,None,,,Channel_Recording,None,None,None,None,None,,,,,,,,,Mus musculus,mIVSCC-MET,Ctgf-T2A-dgCre;Ai14-536722,Ctgf-T2A-dgCre;Ai14-536722.05.02.02,P8S4_200727_353_A01,positive,VISpm6b,EPhys_200723_01_C04_M,536722,Ctgf-T2A-dgCre/wt;Ai14(RCL-tdT)/wt,0.041000545,Matching JEM & LIMS Information,0.96,L6b,L6b_Col8a1_Rprm,Glutamatergic,P8S4_200727_353_A01,Ctgf-T2A-dgCre;Ai14-536722.05.02.02,0.634,Pass,12.49221964,8119.0,0.9037081980679385,True
349,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-462536-Ai65.04.02.01,4.413018873210414,2.726755118128895,0.6178888412832043,2.974435784018564,0.6740138371206875,2.0.8,05/14/2019,10:19:22,2019-05-14,2019.0,5.0,14.0,05/13/2019,04/30/2019,03/28/2019,No,Mouse,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-462536-Ai65.04.02,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-462536-Ai65.04.02.01,Patch Tube,P8S4_190514_351_A01,lindsayn,3,1.0,,,,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,3.0,,nucleus_present,intentionally,1000.0,26.0,4.7,,,,,,,45.0,45.0,5.77,3.92,3.98,10:27:49,,,,10:28:53,10:34:39,10:38:34,10:42:33,10:46:05,None,,,Channel_Recording,None,None,None,None,None,slammed pipette into slice,,,,,,,,Mus musculus,mIVSCC-MET,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-462536-Ai65,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-462536-Ai65.04.02.01,P8S4_190514_351_A01,positive,VISp6a,EPhys_190513_01_C01_M,462536,Penk-IRES2-Cre-neo/wt;Slc17a6-IRES2-FlpO/wt;Ai65(RCFL-tdT)/wt,26.0,Matching JEM & LIMS Information,1.0,L6_IT,L6_IT_VISp_Penk_Col27a1,Glutamatergic,P8S4_190514_351_A01,Penk-IRES2-Cre-neo;Slc17a6-IRES2-FlpO-462536-Ai65.04.02.01,0.586,Pass,11.60587087,7394.0,0.8331769010252599,True
350,Sncg-IRES2-FlpO-neo;Ai65F-499188.04.02.01,8.940016636351572,5.524140049401345,0.6179116073385464,3.843823728841291,0.42995711140085285,2.0.8,12/03/2019,13:25:41,2019-12-03,2019.0,12.0,3.0,12/02/2019,10/17/2019,10/28/2019,No,Mouse,Sncg-IRES2-FlpO-neo;Ai65F-499188.04.02,Sncg-IRES2-FlpO-neo;Ai65F-499188.04.02.01,Patch Tube,PAS4_191203_452_A01,ramr,7,1.0,,,,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,4.0,,nucleus_present,no,4500.0,57.1,4.4,,,,,,,31.0,31.0,4.18,1.33,3.78,13:37:36,,,,13:39:31,13:43:42,13:45:02,13:48:49,13:56:50,None,,,Channel_Recording,None,None,None,None,None,,,"#comp WC:8.002, corr:80. #ND",,,,,,Mus musculus,mIVSCC-MET,Sncg-IRES2-FlpO-neo;Ai65F-499188,Sncg-IRES2-FlpO-neo;Ai65F-499188.04.02.01,PAS4_191203_452_A01,positive,VISp5,EPhys_191202_01_A06_M,499188,Sncg-IRES2-FlpO-neo/wt;Ai65F/wt,57.1,Matching JEM & LIMS Information,0.93,Sncg,Sncg_Vip_Itih5,GABAergic,PAS4_191203_452_A01,Sncg-IRES2-FlpO-neo;Ai65F-499188.04.02.01,0.541,Pass,16.87699699,8710.0,0.9830147822138569,True
354,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-449585.04.02.01,5.537943858007683,3.450619777075805,0.6230868108361777,2.979285528122414,0.5379768384279422,2.0.8,03/18/2019,10:16:33,2019-03-18,2019.0,3.0,18.0,03/15/2019,02/05/2019,02/08/2019,No,Mouse,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-449585.04.02,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-449585.04.02.01,Patch Tube,P8S4_190318_351_A01,lindsayn,3,2.0,,,,,SUCCESS,Positive,,Cortical,VISp_L6a,VISp,L6a,3.0,,nucleus_present,no,2000.0,49.0,5.3,,,,,,,45.0,45.0,7.87,3.77,3.92,10:41:48,,,,10:42:59,10:50:51,10:54:37,10:58:32,,None,,,Channel_Recording,None,None,None,None,None,,,"#comptesting
sweep 86 starts whole cell only. 2.683",,,,,,Mus musculus,mIVSCC-MET,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-449585,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-449585.04.02.01,P8S4_190318_351_A01,positive,VISp6a,EPhys_190318_01_A01_M,449585,Nos1-CreERT2/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,49.8,Matching JEM & LIMS Information,1.0,Sst_Chodl,Sst_Chodl,GABAergic,P8S4_190318_351_A01,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-449585.04.02.01,0.626,Pass,28.15730039,9441.0,0.8491511282913634,True
355,Gad2-IRES-Cre;Ai14-473603.04.02.02,6.537506757295633,4.075470626361949,0.6233983042256689,2.506893971523981,0.383463308657597,2.0.8,07/09/2019,13:49:54,2019-07-09,2019.0,7.0,9.0,07/08/2019,05/09/2019,06/24/2019,No,Mouse,Gad2-IRES-Cre;Ai14-473603.04.02,Gad2-IRES-Cre;Ai14-473603.04.02.02,Patch Tube,P8S4_190709_353_A01,lindsayn,3,2.0,,,,,SUCCESS,Negative,,Cortical,VISp_L5,VISp,L5,3.0,,nucleus_present,no,1500.0,41.0,4.1,,,,,,,50.0,50.0,4.62,3.12,4.75,14:19:16,,,,14:20:10,14:24:47,14:27:54,14:32:39,14:38:10,None,,,Channel_Recording,None,None,None,None,None,,,#comp WC 6.228 corr 80,,,,,,Mus musculus,mIVSCC-MET,Gad2-IRES-Cre;Ai14-473603,Gad2-IRES-Cre;Ai14-473603.04.02.02,P8S4_190709_353_A01,negative,VISp5,EPhys_190708_01_D06_M,473603,Gad2-IRES-Cre/wt;Ai14(RCL-tdT)/wt,41.4,Matching JEM & LIMS Information,1.0,L5_ET,L5_ET_VISp_Chrna6,Glutamatergic,P8S4_190709_353_A01,Gad2-IRES-Cre;Ai14-473603.04.02.02,0.642,Pass,20.25810213,9750.0,0.7642959508226336,True
356,Calb1-IRES2-Cre-neo;Ai14-448132.03.02.01,6.459712591462779,4.029085937262701,0.623725263348029,2.52998847925609,0.3916565084644397,2.0.8,03/14/2019,15:45:30,2019-03-14,2019.0,3.0,14.0,03/13/2019,02/05/2019,02/08/2019,No,Mouse,Calb1-IRES2-Cre-neo;Ai14-448132.03.02,Calb1-IRES2-Cre-neo;Ai14-448132.03.02.01,Patch Tube,P8S4_190314_353_A01,lindsayn,3,1.0,,,,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,3.0,,nucleus_present,intentionally,2000.0,35.0,5.2,,,,,,,45.0,45.0,5.88,2.18,2.98,15:49:42,,,,15:50:36,15:56:29,15:58:40,16:01:39,,None,,,Channel_Recording,None,None,None,None,None,,,"#comptesting
sweep 67 starts whole cell and rs comp
corr 89 pred 90",,,,,,Mus musculus,mIVSCC-MET,Calb1-IRES2-Cre-neo;Ai14-448132,Calb1-IRES2-Cre-neo;Ai14-448132.03.02.01,P8S4_190314_353_A01,positive,VISp6a,EPhys_190311_02_D02_M,448132,Calb1-IRES2-Cre-neo/wt;Ai14(RCL-tdT)/wt,35.8,Matching JEM & LIMS Information,0.66,Sst,Sst_Crh_4930553C11Rik,GABAergic,P8S4_190314_353_A01,Calb1-IRES2-Cre-neo;Ai14-448132.03.02.01,0.664,Pass,26.6775594,9043.0,0.7989174739420882,True
357,Oxtr-T2A-Cre;Ai14-500011.04.01.02,4.96597275050302,3.101392617835146,0.6245287224987282,2.432695375520206,0.4898728804490098,2.0.8,12/05/2019,14:37:08,2019-12-05,2019.0,12.0,5.0,12/04/2019,10/17/2019,10/28/2019,No,Mouse,Oxtr-T2A-Cre;Ai14-500011.04.01,Oxtr-T2A-Cre;Ai14-500011.04.01.02,Patch Tube,PFS4_191205_704_A01,jessicat,3,4.0,,,,,SUCCESS,Positive,,Cortical,VISp_L2-3,VISp,L2-3,3.0,,nucleus_present,no,2000.0,58.0,4.1,,,,,,,44.0,50.0,3.53,1.33,2.45,15:34:02,,,,15:35:29,15:39:01,15:40:21,15:42:48,15:50:32,None,,,Channel_Recording,None,None,None,None,None,,,"WC 8.001; corr 80
reran rundown 81
inact (5) rerun 106",,,,,,Mus musculus,mIVSCC-MET,Oxtr-T2A-Cre;Ai14-500011,Oxtr-T2A-Cre;Ai14-500011.04.01.02,PFS4_191205_704_A01,positive,VISp2/3,EPhys_191202_03_B06_M,500011,Oxtr-T2A-Cre/wt;Ai14(RCL-tdT)/wt,58.0,Matching JEM & LIMS Information,0.99,L2-3_IT,L23_IT_VISp_Rrad,Glutamatergic,PFS4_191205_704_A01,Oxtr-T2A-Cre;Ai14-500011.04.01.02,0.621,Pass,20.18912265,9695.0,1.09947911552444,True
358,Slc17a8-iCre;Ai14-490008.03.02.02,3.502192733645042,2.193873947636908,0.6264286732596664,1.381137173395162,0.39436355404623613,2.0.8,10/04/2019,09:52:53,2019-10-04,2019.0,10.0,4.0,10/03/2019,08/26/2019,07/29/2019,No,Mouse,Slc17a8-iCre;Ai14-490008.03.02,Slc17a8-iCre;Ai14-490008.03.02.02,Patch Tube,P8S4_191004_352_A01,lindsayn,5,2.0,,,,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,4.0,,nucleus_present,no,2000.0,46.0,4.1,,,,,,,45.0,45.0,5.57,1.88,1.5,10:15:25,,,,10:16:16,10:21:50,10:23:43,10:25:13,10:28:24,None,,,Channel_Recording,None,None,None,None,None,,,#comp WC 14.11 corr 80,,,,,,Mus musculus,mIVSCC-MET,Slc17a8-iCre;Ai14-490008,Slc17a8-iCre;Ai14-490008.03.02.02,P8S4_191004_352_A01,positive,VISp5,EPhys_190930_01_D01_M,490008,Slc17a8-iCre/wt;Ai14(RCL-tdT)/wt,46.5,Matching JEM & LIMS Information,1.0,L5-6_NP,L5_NP_VISp_Trhr_Met,Glutamatergic,P8S4_191004_352_A01,Slc17a8-iCre;Ai14-490008.03.02.02,0.524,Pass,12.05298533,7558.0,0.7880427891425759,True
360,Vip-IRES-Cre;Ai14-445680.04.02.01,4.215504103833954,2.650426476150091,0.6287329844465238,1.74837519866408,0.41474878344299376,2.0.7,02/26/2019,10:30:55,2019-02-26,2019.0,2.0,26.0,02/25/2019,01/25/2019,02/08/2019,No,Mouse,Vip-IRES-Cre;Ai14-445680.04.02,Vip-IRES-Cre;Ai14-445680.04.02.01,Patch Tube,P8S4_190226_351_A01,lindsayn,3,1.0,,,,,SUCCESS,Positive,,Cortical,VISp_L4,VISp,L4,3.0,,nucleus_present,no,2000.0,56.0,4.7,,,,,,,45.0,45.0,5.4,1.12,1.88,10:31:45,,,,10:33:15,10:38:39,10:39:46,10:41:39,,None,,,Channel_Recording,None,None,None,None,None,#sigma,ignore sweeps 80-92,,,,,,,Mus musculus,mIVSCC-MET,Vip-IRES-Cre;Ai14-445680,Vip-IRES-Cre;Ai14-445680.04.02.01,P8S4_190226_351_A01,positive,VISp5,EPhys_190225_01_C06_M,445680,Vip-IRES-Cre/wt;Ai14(RCL-tdT)/wt,56.6,Matching JEM & LIMS Information,1.0,Vip,Vip_Lmo1_Myl1,GABAergic,P8S4_190226_351_A01,Vip-IRES-Cre;Ai14-445680.04.02.01,0.586,Pass,11.53031589,7306.0,0.884270283513953,True
361,Rbp4-Cre_KL100;Ai14-499543.05.01.02,6.708985161818887,4.222756123781143,0.6294180150841625,2.638934578249719,0.39334333205385597,2.0.8,12/03/2019,10:07:38,2019-12-03,2019.0,12.0,3.0,12/02/2019,10/17/2019,10/28/2019,No,Mouse,Rbp4-Cre_KL100;Ai14-499543.05.01,Rbp4-Cre_KL100;Ai14-499543.05.01.02,Patch Tube,PFS4_191203_702_A01,jessicat,3,2.0,,,,,SUCCESS,Positive,,Cortical,VISp_L5,VISp,L5,3.0,,nucleus_present,no,1200.0,47.2,4.9,,,,,,,40.0,40.0,7.15,1.6,3.23,10:57:06,,,,10:59:10,11:06:19,11:07:55,11:11:09,11:18:41,None,,,Channel_Recording,None,None,None,None,None,,"APs changing over time (shorter) reran X4-ramp for consistency
Access R not matching BB ","WC 6.780; corr 80
reran rundown 104",,,,,,Mus musculus,mIVSCC-MET,Rbp4-Cre_KL100;Ai14-499543,Rbp4-Cre_KL100;Ai14-499543.05.01.02,PFS4_191203_702_A01,positive,VISp5,EPhys_191202_01_A02_M,499543,Rbp4-Cre_KL100/wt;Ai14(RCL-tdT)/wt,47.2,Matching JEM & LIMS Information,1.0,L5_ET,L5_ET_VISp_C1ql2_Cdh13,Glutamatergic,PFS4_191203_702_A01,Rbp4-Cre_KL100;Ai14-499543.05.01.02,0.701,Pass,34.4133078,10516.0,0.9727348298660166,True
363,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-470552.04.02.02,4.465587608356825,2.811511736792494,0.6295950238510781,2.341479812392893,0.5243385681228351,2.0.8,06/20/2019,13:11:45,2019-06-20,2019.0,6.0,20.0,06/19/2019,05/09/2019,05/06/2019,No,Mouse,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-470552.04.02,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-470552.04.02.02,Patch Tube,P8S4_190620_354_A01,lindsayn,3,2.0,,,,,SUCCESS,Positive,,Cortical,VISp_L2-3,VISp,L2-3,4.0,,nucleus_present,not_intentionally,1000.0,53.0,4.0,,,,,,,45.0,45.0,6.02,2.68,1.45,13:47:03,,,,13:48:31,13:54:32,13:57:13,13:58:40,14:03:05,None,,,Channel_Recording,None,None,None,None,None,,,WC 9.99 corr 80,,,,,,Mus musculus,mIVSCC-MET,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-470552,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-470552.04.02.02,P8S4_190620_354_A01,positive,VISp4,EPhys_190617_03_A01_M,470552,Calb2-IRES-Cre/wt;Sst-IRES-FlpO/wt;Ai65(RCFL-tdT)/wt,53.3,Matching JEM & LIMS Information,0.43,Sst,Sst_Calb2_Necab1,GABAergic,P8S4_190620_354_A01,Calb2-IRES-Cre;Sst-IRES-FlpO;Ai65-470552.04.02.02,0.513,Pass,36.5431582,10183.0,0.963577240023825,True
